ID,decision,interview_inform_ratio,interview_assert_ratio,interview_tell_ratio,interview_remark_ratio,interview_think_ratio,interview_guess_ratio,interview_blame_ratio,interview_praise_ratio,interview_appreciation_ratio,interview_recommend_ratio,interview_suggest_ratio,interview_hope_ratio,interview_anger_calmdown_ratio,interview_astonishment_ratio,interview_love_fascinate_ratio,interview_hate_disappoint_ratio,interview_fear_ratio,interview_offense_ratio,interview_sadness_joy_ratio,interview_bore_entertain_ratio,interview_attitudinal_positive_ratio,interview_attitudinal_neutral_ratio,interview_attitudinal_negative_ratio
robeho789,reject,0.0011210762331838565,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.006726457399103139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011210762331838564,0.002242152466367713,0.0
nichle823,reject,0.0,0.0,0.0,0.0,0.005393743257820928,0.0,0.0,0.0,0.002157497303128371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007551240560949299,0.003236245954692557,0.0
chelne846,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027063599458728013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006765899864682003,0.0027063599458728013,0.0
markan383,select,0.0,0.0,0.0013404825737265416,0.0,0.006702412868632708,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004021447721179625,0.002680965147453083,0.0
joelso685,reject,0.0012468827930174563,0.0,0.0,0.0,0.0024937655860349127,0.0,0.0,0.0,0.0024937655860349127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234413965087282,0.003740648379052369,0.0
chargo207,select,0.0,0.0,0.0,0.0,0.0,0.0012360939431396785,0.0,0.0,0.002472187886279357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006180469715698393,0.006180469715698393,0.0
alejde147,select,0.0019743336623889436,0.0,0.0,0.0,0.0029615004935834156,0.0,0.0,0.0,0.004935834155972359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011846001974333662,0.0029615004935834156,0.0
maried576,reject,0.0,0.0,0.0,0.0,0.001310615989515072,0.0,0.0,0.0,0.001310615989515072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007863695937090432,0.003931847968545216,0.0
jessbu933,select,0.0,0.0,0.0,0.0,0.0013605442176870747,0.0,0.0,0.0,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,0.0027210884353741495,0.0
shauhi485,reject,0.0,0.0,0.0,0.0,0.004705882352941176,0.0,0.0,0.0,0.004705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588235294117647,0.001176470588235294,0.0
mrs.br236,reject,0.0,0.0,0.0,0.0,0.0010427528675703858,0.0,0.0,0.0,0.0020855057351407717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006256517205422315,0.0010427528675703858,0.0
andrro612,select,0.0013458950201884253,0.0,0.0013458950201884253,0.0,0.0,0.0,0.0,0.0,0.0026917900403768506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008075370121130552,0.0013458950201884253,0.0
terrwo207,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027210884353741495,0.0,0.0,0.0,0.0,0.0,0.0013605442176870747,0.0,0.0,0.0,0.0,0.0,0.005442176870748299,0.0027210884353741495,0.0
mattha496,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020242914979757085,0.0,0.0,0.0010121457489878543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008097165991902834,0.003036437246963563,0.0
peteba258,select,0.0021164021164021165,0.0,0.0010582010582010583,0.0,0.0031746031746031746,0.0,0.0,0.0,0.005291005291005291,0.0,0.0,0.0021164021164021165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010582010582010581,0.0021164021164021165,0.0
carosm105,reject,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008557457212713936,0.003667481662591687,0.0
janeor467,select,0.0,0.0,0.0011737089201877935,0.0,0.004694835680751174,0.0,0.0,0.0,0.005868544600938967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009389671361502348,0.008215962441314555,0.0
alexro420,select,0.0,0.0,0.0,0.0,0.003169572107765452,0.0,0.0,0.0,0.003169572107765452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009508716323296355,0.003169572107765452,0.0
garrho817,reject,0.001215066828675577,0.0,0.0,0.0,0.004860267314702308,0.0,0.0,0.0,0.002430133657351154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007290400972053463,0.002430133657351154,0.0
michda986,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029411764705882353,0.0,0.0,0.0,0.0,0.0,0.000980392156862745,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.000980392156862745,0.0
deboun250,select,0.0,0.0,0.0,0.0,0.00580046403712297,0.0,0.0,0.0,0.0034802784222737818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00580046403712297,0.004640371229698376,0.0
susaed298,reject,0.0010277492291880781,0.0,0.003083247687564234,0.0,0.0020554984583761563,0.0,0.0,0.0,0.0020554984583761563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006166495375128468,0.0020554984583761563,0.0
kathsa162,reject,0.0012610340479192938,0.0,0.0,0.0,0.0012610340479192938,0.0,0.0,0.0,0.0025220680958385876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012610340479192938,0.0,0.006305170239596469,0.006305170239596469,0.0
kathno264,reject,0.0,0.0,0.0009671179883945841,0.0,0.0029013539651837525,0.0,0.0,0.0,0.0038684719535783366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0019342359767891683,0.0
karesm321,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005698005698005698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007122507122507123,0.008547008547008548,0.0
sharfi150,reject,0.0,0.0,0.0,0.0,0.0012033694344163659,0.0,0.0,0.0,0.0024067388688327317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009626955475330927,0.0036101083032490976,0.0
michha344,reject,0.0,0.0,0.0020920502092050207,0.0,0.0041841004184100415,0.0,0.0,0.0,0.005230125523012552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012552301255230125,0.0010460251046025104,0.0
benjpi696,select,0.0,0.0,0.0010626992561105207,0.0,0.0010626992561105207,0.0,0.0,0.0,0.0021253985122210413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006376195536663124,0.0021253985122210413,0.0
jeffta829,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002430133657351154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007290400972053463,0.0036452004860267314,0.0
bobbcu874,reject,0.0012484394506866417,0.0,0.0012484394506866417,0.0,0.0012484394506866417,0.0,0.0,0.0,0.003745318352059925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008739076154806492,0.003745318352059925,0.0
amyjo641,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023894862604540022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009557945041816009,0.0023894862604540022,0.0
carlre759,select,0.003061224489795918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003061224489795918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0010204081632653062,0.0
jesskr288,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444,0.0,0.0
johnwa859,reject,0.0031678986272439284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021119324181626186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006335797254487857,0.0,0.0
branwa393,reject,0.0,0.0,0.0011467889908256881,0.0011467889908256881,0.0,0.0,0.0,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0022935779816513763,0.0
peteke239,reject,0.0,0.0,0.0,0.0,0.0032397408207343412,0.0,0.0,0.0,0.0032397408207343412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008639308855291577,0.0010799136069114472,0.0
jennst637,reject,0.0012254901960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00857843137254902,0.0024509803921568627,0.0
amanda196,reject,0.0,0.0,0.0,0.0,0.0010482180293501049,0.0,0.0,0.0,0.0020964360587002098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007337526205450734,0.0020964360587002098,0.0
ambean407,select,0.0,0.0,0.0,0.0,0.0011918951132300357,0.0,0.0,0.0,0.0023837902264600714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007151370679380214,0.0011918951132300357,0.0
mr.je284,reject,0.0010869565217391304,0.0010869565217391304,0.0,0.0,0.003260869565217391,0.0,0.0,0.0,0.003260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010869565217391304,0.0,0.008695652173913044,0.003260869565217391,0.0
alexki873,reject,0.0,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0022522522522522522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0011261261261261261,0.0
karewa948,select,0.002176278563656148,0.0,0.002176278563656148,0.0,0.001088139281828074,0.0,0.0,0.0,0.003264417845484222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009793253536452665,0.001088139281828074,0.0
annesc175,select,0.0,0.0,0.0019157088122605363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038314176245210726,0.0038314176245210726,0.0
spenbr467,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003401360544217687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011337868480725624,0.0,0.005668934240362812,0.006802721088435374,0.0
kimbca182,reject,0.0022701475595913734,0.0,0.0011350737797956867,0.0,0.0022701475595913734,0.0,0.0,0.0,0.004540295119182747,0.0,0.0,0.0,0.0,0.0,0.0011350737797956867,0.0,0.0,0.0,0.0,0.0,0.009080590238365494,0.0,0.0
monist513,reject,0.0,0.0,0.0010741138560687433,0.0,0.0,0.0,0.0,0.0,0.0021482277121374865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004296455424274973,0.0010741138560687433,0.0
charlo347,reject,0.0011402508551881414,0.0,0.0,0.0,0.002280501710376283,0.0,0.0,0.0,0.004561003420752566,0.0,0.0,0.002280501710376283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010262257696693273,0.004561003420752566,0.0
stepgi298,reject,0.0,0.0,0.0,0.0,0.005411255411255411,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0010822510822510823,0.0
victjo518,reject,0.0,0.0,0.0,0.0,0.005820721769499418,0.0011641443538998836,0.0,0.0,0.002328288707799767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005820721769499418,0.002328288707799767,0.0
rachmc596,select,0.0,0.0,0.0,0.0,0.0011441647597254005,0.0,0.0,0.0,0.0011441647597254005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008009153318077803,0.002288329519450801,0.0
kimbbe481,reject,0.0011261261261261261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00563063063063063,0.0,0.0,0.0,0.0,0.0,0.0011261261261261261,0.0,0.0,0.0,0.0,0.0,0.007882882882882882,0.0011261261261261261,0.0
debrri967,select,0.0,0.0,0.0,0.0,0.004456327985739751,0.0,0.0,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011586452762923352,0.0035650623885918,0.0
dr.jo766,select,0.0,0.0,0.0010183299389002036,0.0,0.002036659877800407,0.0,0.0,0.0,0.003054989816700611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009164969450101833,0.0010183299389002036,0.0
patrga251,reject,0.0,0.0,0.0,0.0,0.002372479240806643,0.0,0.0,0.0,0.002372479240806643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009489916963226572,0.0,0.0
branke959,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033519553072625698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011173184357541898,0.0,0.012290502793296089,0.004469273743016759,0.0
jerejo844,select,0.0,0.0,0.001092896174863388,0.0,0.002185792349726776,0.0,0.0,0.0,0.002185792349726776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006557377049180328,0.002185792349726776,0.0
daviri753,select,0.0010427528675703858,0.0,0.0,0.0,0.0010427528675703858,0.0,0.0,0.0,0.0031282586027111575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009384775808133473,0.0020855057351407717,0.0
keviba613,reject,0.0,0.0,0.0,0.0,0.0044742729306487695,0.0,0.0,0.0,0.0044742729306487695,0.0,0.0,0.0011185682326621924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016778523489932886,0.0011185682326621924,0.0
justro801,select,0.001053740779768177,0.0,0.0,0.0,0.004214963119072708,0.0,0.0,0.0,0.004214963119072708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008429926238145416,0.003161222339304531,0.0
stephe691,select,0.0,0.0,0.0,0.0,0.0012406947890818859,0.0,0.0,0.0,0.004962779156327543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012406947890818859,0.0,0.008684863523573201,0.0037220843672456576,0.0
robest700,reject,0.0,0.0,0.0,0.0,0.0010695187165775401,0.0,0.0,0.0,0.0032085561497326204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074866310160427805,0.0032085561497326204,0.0
annbr586,select,0.0,0.0,0.001256281407035176,0.0,0.002512562814070352,0.0,0.0,0.0,0.005025125628140704,0.0,0.0,0.001256281407035176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01256281407035176,0.002512562814070352,0.0
nichro169,select,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.012578616352201259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012578616352201259,0.0,0.0
davimo370,reject,0.0011402508551881414,0.0,0.0,0.0,0.0011402508551881414,0.0,0.0,0.0,0.0034207525655644243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00798175598631699,0.0034207525655644243,0.0
nicobr847,select,0.0,0.0,0.0012755102040816326,0.0,0.008928571428571428,0.0,0.0,0.0,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012755102040816326,0.0,0.011479591836734694,0.003826530612244898,0.0
seanho999,reject,0.0010427528675703858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031282586027111575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009384775808133473,0.0031282586027111575,0.0
kellbr754,reject,0.0010695187165775401,0.0,0.0010695187165775401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010695187165775401,0.0,0.008556149732620321,0.0032085561497326204,0.0
dorono297,select,0.0010570824524312897,0.0,0.0,0.0,0.0010570824524312897,0.0,0.0,0.0,0.0021141649048625794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004228329809725159,0.003171247357293869,0.0
denigu902,select,0.0,0.0,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0037243947858473,0.0,0.0,0.000931098696461825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.002793296089385475,0.0
kellho166,reject,0.0,0.0,0.0,0.0,0.004479283314669653,0.0,0.0,0.0,0.005599104143337066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010078387458006719,0.0033594624860022394,0.0
dr.ro920,reject,0.002127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851063829787234,0.005319148936170213,0.0
jasocl428,reject,0.002232142857142857,0.0,0.0,0.0,0.0011160714285714285,0.0,0.0,0.0,0.005580357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011160714285714286,0.0033482142857142855,0.0
lisagi680,reject,0.0,0.0,0.001049317943336831,0.0,0.002098635886673662,0.0,0.0,0.0,0.002098635886673662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005246589716684155,0.0031479538300104933,0.0
davibl200,select,0.0,0.0,0.0010615711252653928,0.0,0.0,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074309978768577496,0.0031847133757961785,0.0
daviow731,reject,0.0,0.0,0.0,0.0,0.005482456140350877,0.0,0.0,0.0,0.0021929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010964912280701754,0.0010964912280701754,0.0
robewy969,reject,0.0,0.0,0.0,0.0,0.00755939524838013,0.0,0.0,0.0,0.0021598272138228943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005399568034557235,0.0021598272138228943,0.0010799136069114472
melvth963,reject,0.0012077294685990338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024154589371980675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006038647342995169,0.004830917874396135,0.0
debrbr734,reject,0.0012484394506866417,0.0,0.0012484394506866417,0.0,0.0012484394506866417,0.0,0.0,0.0,0.004993757802746567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006242197253433208,0.0012484394506866417,0.0
robemi204,select,0.001128668171557562,0.0,0.0,0.0,0.001128668171557562,0.0,0.0,0.0,0.002257336343115124,0.0,0.0,0.0,0.0,0.0,0.001128668171557562,0.0,0.0,0.0,0.0,0.0,0.004514672686230248,0.001128668171557562,0.0
johnha254,reject,0.0,0.0,0.0,0.0,0.006423982869379015,0.0,0.0,0.0,0.007494646680942184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016059957173447537,0.0010706638115631692,0.0
jameba911,reject,0.0,0.0,0.001176470588235294,0.0,0.001176470588235294,0.0,0.0,0.0,0.004705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007058823529411765,0.004705882352941176,0.0
sarazi613,select,0.0,0.0,0.0011507479861910242,0.0,0.010356731875719217,0.0,0.0,0.0,0.0023014959723820483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010356731875719217,0.0023014959723820483,0.0
cathmo721,select,0.0,0.0,0.0,0.0,0.0,0.0011560693641618498,0.0,0.0011560693641618498,0.0023121387283236996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011560693641618498,0.0,0.011560693641618497,0.0023121387283236996,0.0
alexna516,reject,0.001053740779768177,0.0,0.001053740779768177,0.0,0.002107481559536354,0.0,0.0,0.0,0.004214963119072708,0.0,0.0,0.002107481559536354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009483667017913594,0.002107481559536354,0.0
tracma885,select,0.0012453300124533001,0.0,0.0,0.0,0.0024906600249066002,0.0,0.0,0.0,0.0024906600249066002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049813200498132005,0.0037359900373599006,0.0
mattng356,select,0.0,0.0,0.0,0.0,0.0009633911368015414,0.0,0.0,0.0,0.0019267822736030828,0.0,0.0,0.0019267822736030828,0.0,0.0,0.0009633911368015414,0.0,0.0,0.0,0.0,0.0,0.00674373795761079,0.0009633911368015414,0.0
briabr593,select,0.0012787723785166241,0.0,0.0,0.0,0.0012787723785166241,0.0,0.0,0.0,0.005115089514066497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010230179028132993,0.005115089514066497,0.0
leahwh868,reject,0.0017094017094017094,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.0,0.004273504273504274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,0.004273504273504274,0.0
carmmi599,reject,0.0,0.0,0.0,0.0,0.0030241935483870967,0.0,0.0,0.0,0.004032258064516129,0.0,0.0010080645161290322,0.0020161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.005040322580645161,0.0
danita241,select,0.0,0.0,0.0,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011363636363636363,0.0,0.006818181818181818,0.0022727272727272726,0.0
robeca881,reject,0.005235602094240838,0.0,0.0013089005235602095,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.005235602094240838,0.0
paulja362,reject,0.0011299435028248588,0.0,0.0,0.0,0.0011299435028248588,0.0,0.0,0.0011299435028248588,0.0022598870056497176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011299435028248588,0.0,0.006779661016949152,0.0022598870056497176,0.0
mirasa448,reject,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.004873294346978557,0.0,0.0,0.001949317738791423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010721247563352826,0.0029239766081871343,0.0
philco787,select,0.0,0.0,0.0,0.0,0.003887269193391642,0.0,0.0,0.0,0.0009718172983479105,0.0,0.0,0.0,0.0,0.0,0.0009718172983479105,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.003887269193391642,0.0
jamelo183,select,0.0021008403361344537,0.0,0.0010504201680672268,0.0,0.0021008403361344537,0.0010504201680672268,0.0,0.0,0.0031512605042016808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009453781512605041,0.0031512605042016808,0.0
